PID	Common Name :: title	Scientific Name (Species) :: subTitle	Collector :: namePart	Artist :: namePart	dateCreated @keyDate="yes" @point="start"	publisher	dateCaptured	dateCreated @point="end"	Place Collected :: geographic	Time Period :: temporal	Description	Family Name (Latin)	Family Name (English)	Date(s) Collected	typeOfResource	note @type="medium"	internetMediaType	extent	languageTerm @type="code"	Source	Relation	Digital Collection :: title	OCLC Member Symbol	Physical Location	Institution Web Site	subLocation	Contact Information	Rights	Cite As	Object File Name	Migrated From	recordOrigin	recordCreationDate	recordChangeDate	fileSize	digitizedBy	imageManipulation	colorMode	cataloger	hardwareSoftware	alias	pointer	imageBitDepth	imageResolution	note @type="content"
lsu-sc-msw:224	Wind Flower	Anemone caroliniana Walt.	Carroll, Neil	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-02-08	1989	Rapides Parish	1976-1989	"In central and northern Louisiana, isolated patches of alkaline soils restrict tree growth, allowing prairielike vegetation to flourish. In this region, the wind flower is one of the earliest wildflowers to appear among the brownish mats of last season's grasses and prairie herbs. The showy, solitary flowers appear on stems from a few to several inches tall, lack petals, but have from ten to twenty strap-shaped, white to rose sepals. The outer ones are lavender to dark purple beneath. The leaves number from one to three and are divided into narrow segments. Each cone-shaped flower produces scores of densely pubescent fruits, which erupt at maturity and form globular, woolly masses. The wind removes the cottony propagules individually or in small aggregates and carries them away from the parent plant." -- Lowell Urbatsch, in The Flora of Louisiana (Baton Rouge: LSU Press, 1991), p.193	RANUNCULACEAE	Buttercup Family	March 25, 1979	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press,	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000008	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/42	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-05-04	2017-02-02	21.4 MB	ANH	Contrast and brightness adjusted to match original.	Color RGB	ajb	Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	42	8-bit	600 dpi	
lsu-sc-msw:225	Woodland Red Trillium	Trillium recurvatum Beck	MacRoberts, D.T.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-09-23	1989	Caddo Parish	1976-1989	"Woodland red trillium, like red trillium, has three mottled, leaflike bracts and a single, sessile, upright flower. Woodland red trillium, however, is somewhat taller, often growing to about fifteen inches in height, and has larger bracts and larger flowers with strongly reflexed sepals, a feature noted in its specific epithet. The flowers of the Trillium recurvatum lack the strong, unpleasant, carrionlike odor of red trillium. Woodland red trillium has petals that bow outward in the middle and anthers that curve inward. This species grows more abundantly in Illinois and Indiana and reaches the southern limit of its geographic range in northern Louisiana, where it has been recorded from about seven parishes. Trillium is a genus mostly of temperate areas. Approximately forty of its fifty species grow in North America; the remainders are found in Asia. The genus is traditionally divided into two groups: one with stalked flowers, the other with stalkless flowers. Four of the five species, native to Louisiana, belong to the latter group."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 118	LILIACEAE	Lily Family	April 4, 1984	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000210	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/219	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-10-28	2017-02-02	19.1 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	219	8-bit	600 dpi	Plant on right
lsu-sc-msw:226	Yellow Butterwort	Pinguicula lutea Walt.	Brown, Clair A.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-08-12	1989	Tangipahoa Parish	1976-1989	"Although small in stature and deceptively attractive, the insectivorous yellow butterwort must seem like a menacing monster to a variety of insects. Glandular hairs secrete a viscous fluid that entraps and subsequently digests small creatures that alight on the plant's leaves. The leaf margins roll upward-a mechanism that seems to aid this plant's eating habits. Insectivory provides yellow butterwort with nutrients and is a means of survival in its native habitat, the nutrient-poor, wet pine savannas and bogs of the coastal plain from extreme southeastern Louisiana eastward to North Carolina and Florida. Flowers of this species, which are held about six inches above its rosette are large and showy and are characterized by a large, nectar-secreting spur petal. If provided with appropriate light and moisture conditions, yellow butterwort can be propagated from seeds and planted in the garden."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 103	LENTIBULARIACEAE	Bladderwort Family	March 13, 1977	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000153	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/157	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-10-14	2017-02-02	13.1 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	157	8-bit	600 dpi	
lsu-sc-msw:227	Yellow Candy Root	Polygala nana (Michx.) DC.	Givens, Florence M.||Tucker, Shirley C.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-08-12	1989	East Feliciana Parish	1976-1989	"Yellow candy root (left) normally develops a basal rosette of blunt-tipped leaves from which several ascending to upright stems arise. The branch apices terminate in dense clusters of lemon yellow flowers. Of the five sepals composing the calyx, two are considerably larger than the other three and are petal-like. Its corolla is fused along two-thirds its length and bears a lobed crest. An aril, a fleshy appendage typical of the candy root, is seen on the shiny, black seeds of this species. Polygala nana has somewhat the same appearance as the orange candy root, but it is shorter, a fact noted by the specific epithet nana, meaning "dwarf." Yellow candy root grows in wet, sandy soils of bogs and pine savannas and blooms throughout the summer. Although many are attractive wildflowers, species in Polygala are of limited economic importance. Snake root (P. senega) of eastern North America has been used by the Seneca Indians as a cure for snakebites."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 190	POLYGALACEAE	Milkwort Family	April 2, 1982	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000161	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/250	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-11-04	2017-02-02	20.9 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	250	8-bit	600 dpi	Polygala nana (left) and Polygala lutea (right) both appear in this drawing.
lsu-sc-msw:228	Yellow False Foxglove	Aureolaria dispersa (Small) Penn.	Pruski, John	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-03-27	1989	West Feliciana Parish	1976-1989	"Aureolaria dispersa may be found from late summer through autumn in open, sandy pine-oak woods in the lower one-half of Louisiana and also in Texas eastward to Alabama. The plant's lower leaves are often deeply pinnately lobed, and its large, glossy, yellow flowers cling solitarily or in pairs, forming racemes at the numerous branch tips of this perennial. The corollas may be as long as two inches and are suitable for visitation by certain bees. Four anthers, located near the entrance in the upper part of the corolla, are positioned to apply pollen to the backs of such visitors. Like many species in the figwort family Aureolaria is a root parasite on other kinds of plants." -- Lowell Urbatsch, in The Flora of Louisiana (Baton Rouge: LSU Press, 1991), p.201	SCROPHULARIACEAE	Figwort Family	September 8, 1980	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press,	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000021	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/21	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-05-04	2017-02-02	21.1 MB	ANH	Contrast and brightness adjusted to match original.	Color RGB	clg	Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	21	8-bit	600 dpi	
lsu-sc-msw:229	Yellow Fringed Orchid	Platanthera ciliaris (L.) Lindley [Habenaria ciliaris (L.) R. Br.]	Smith, Latimore||Urbatsch, Lowell E.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-20	1989	Washington Parish	1976-1989	"Although yellow fringed orchid is known to exist in a number of localities throughout much of Louisiana, it is nevertheless uncommon. This species grows mainly in bogs and wet pine savannas, where its apricot-colored flowers dot the late-summer landscape. Roots of this plant are tuberous, and each plant typically develops a single, upright stem with two to four glossy green leaves. From thirty to sixty flowers compose the terminal racemes. As with most orchids, flowers of the yellow fringed orchid have three sepals and three petals. The cup-shaped dorsal sepal nearly conceals the tiny, fringed, lateral petals, and the other two sepals project laterally from the flower's center. Like the white fringed orchid, this species has flowers that bear a long, curved spur and an intricately fringed, tongue-shaped lip. Nectar secreted within the spur mainly attracts swallowtail butterflies, the plant's principal pollinator."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 160	ORCHIDACEAE	Orchid Family	August 22, 1980	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000077	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/90	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-28	2017-02-02	20.9 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	90	8-bit	600 dpi	Scientific name given on the drawing is Habenaria ciliaris.
lsu-sc-msw:22	Black Titi or Buckwheat Tree	Cliftonia monophylla (Lam.) Britt. Ex Sarg.	Pope, Tom	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-18	1989	Washington Parish	1976-1989	"Black titi is a rather common shrub of the acid bogs and wet woodlands of the southeastern coastal plain, but only recently were about fifty plants discovered in St. Tammany Parish in Louisiana. Black titi often forms dense stands. Its rounded form is created by many-branched twigs that bear numerous dark green, leathery, shiny, mostly evergreen leaves. One to several racemes of flowers appear in the late spring from near the branch tips that were formed in the previous season. Petal color may vary from white, which is the most common, to pink. Subsequent to flowering, this plant develops small, dry, two-to five-winged fruits that resemble those of the unrelated buckwheat, thus accounting for this plant's being called the buckwheat tree."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p.53	CYRILLACEAE	Cyrilla Family	March 25, 1987 (flowers); October, 1981 (fruit)	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000047	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/60	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-26	2017-02-02	20.1 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	60	8-bit	600 dpi	The drawing's dates could be read 1981 or 1987.
lsu-sc-msw:230	Yellow Fringeless Orchid	Platanthera integra (Nutt.) Gray ex Beck [Habenaria integra (Nutt.) Spreng.]	McInnis, Nelwyn Gilmore||Smith, Latimore	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-20	1989	St. Tammany Parish	1976-1989	"Compared with the fringed orchids in Louisiana, the yellow fringeless orchid is smaller and differs in several floral features. Its racemes of golden yellow flowers appear from mid-to late summer, and they are conical in the bud stage and cylindrical when in flower. Unlike the fringed orchids, this plant has a floral lip with a margin that is merely scalloped, and the specific name integra describes this condition. The lateral sepals spread at right angles to the lip and to the dorsal sepal, which arches over and surrounds the lateral petals and the column of the flower. Yellow fringeless orchid closely resembles Platanthera cristata, the crested orchid, which grows in similar habitats. Yellow fringeless orchid is known to grow in only four or five locations in Louisiana. It is one of the many rare species of plants that grow in boglike habitats, giving additional support to their significance as a home for unusual flora."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 153	ORCHIDACEAE	Orchid Family	July 16, 1989	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000078	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/91	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-28	2017-02-02	21.1 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	91	8-bit	600 dpi	Scientific name as appears on the drawing is Habernaria Platanthera integra.
lsu-sc-msw:231	Yellow Lady's Slipper	Cypripedium kentuckiense C. F. Reed [Cypripedium calceolus L.]	Barton, Paula||Landry, Garrie	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-18	1989	Natchitoches Parish	1976-1989	"Yellow lady's slipper orchid is rare in the rich, deciduous woods of central Louisiana. The unusual yellow, pouchlike slipper is formed by the lower petal, or lip, which differs considerably from the other two lance-shaped, spirally twisted, purple-brown petals. Contained within the slipper is the column, composed of two functional stamens, the stigma, and the style. The three sepals are similar in color to the lateral petals but are broader. Three to five pleated leaves are supported on stems that may reach two feet tall. Until recently, the yellow lady's slippers in the eastern United States had been called Cypripedium calceolus, but investigations suggest that the plants found from Louisiana to Kentucky make up a distinct species that should be called C. kentuckiense. Beautiful and unusual, the yellow lady's slipper is difficult to grow because of its specific requirements."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 158	ORCHIDACEAE	Orchid Family	April 24, 1979	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000054	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/67	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-26	2017-02-02	20.6 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	67	8-bit	600 dpi	
lsu-sc-msw:232	Yellow Meadow Beauty	Rhexia lutea Walt.	Urbatsch, Lowell E.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-08-19	1989	St. Tammany Parish	1976-1989	"Yellow meadow beauty is the only species of Rhexia to have yellow flowers. Like the smooth meadow beauty, it inhabits pitcher plant bogs and wet pine savannas from northern Florida westward to eastern Texas. It is a bushier plant that grows to about fifteen inches in height and bears more numerous, but somewhat smaller, flowers with short, straight stamens. This species also would provide and interesting, colorful, summer flowering ornamental if given a suitable location. The name Rhexia was taken from some of the ancient naturalist who used it for an unknown plant. Melastomataceae is a family of about four thousand species mostly of shrubs and small trees with a circumtropical and subtropical distribution. They are richly represented in the Brazilian flora. Several of the profusely flowering species of melastomes are grown in their native tropics, but unfortunately they would not be hardy where low temperatures occur."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 145	MELASTOMATACEAE	Meadow Beauty Family	May 13, 1981	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000172	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/177	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-10-14	2017-02-02	21.0 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	177	8-bit	600 dpi	Common name as appears on drawing is Yellow Rhexia.
lsu-sc-msw:233	Yellow Passion Flower	Passiflora lutea L.	Givens, Florence M.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-08-08	1989	Lafourche Parish	1976-1989	"Yellow passion flower and maypop represent our two common native species of Passiflora. The two differ in a number of features. Yellow passion flower vines are smaller and less vigorous, and their leaves are smaller with three, shallow, rounded lobes. Flowers of yellow passion flower are about one inch in diameter and more delicate. Their five showy sepals and five petals are a pale yellow to yellowish green. The corona is composed of two series of filaments that vary in color from pale yellow to pinkish to white. Within the central part of the flower is a stalk, called the androgynophore, supporting the stamens and the pistil with its prominently three-lobed stigma. The edibility of the fruits, which are dark purple berries about one inch in length, is unknown. Yellow passion flower is quite common in moist, shady habitats and would be an interesting garden plant in such areas."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 166	PASSIFLORACEAE	Passion Flower Family	August 22, 1982	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000145	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/149	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-08-11	2017-02-02	21.4 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	149	8-bit	600 dpi	
